MDATA_0109	24669763
MDATA_0109	24870543
MDATA_0109	30777892
MDATA_0110	22424236
MDATA_0110	24324209
MDATA_0110	24400094
MDATA_0110	24669763
MDATA_0110	24870543
MDATA_0110	25546135
MDATA_0110	25576301
MDATA_0110	25977788
MDATA_0110	27329341
MDATA_0110	27486199
MDATA_0110	27535140
MDATA_0110	27626665
MDATA_0110	27723984
MDATA_0110	28060719
MDATA_0110	28117396
MDATA_0110	28263321
MDATA_0110	28404994
MDATA_0110	31844290
MDATA_0111	15188391
MDATA_0111	16684767
MDATA_0111	17269739
MDATA_0111	19782775
MDATA_0111	22424236
MDATA_0111	23082986
MDATA_0111	23300121
MDATA_0111	23991666
MDATA_0111	25038066
MDATA_0111	25225357
MDATA_0111	25333471
MDATA_0111	25624350
MDATA_0111	25686879
MDATA_0111	25724909
MDATA_0111	25850434
MDATA_0111	25977788
MDATA_0111	26108252
MDATA_0111	26144840
MDATA_0111	26444829
MDATA_0111	27102203
MDATA_0111	27234505
MDATA_0111	27738094
MDATA_0111	28007936
MDATA_0111	28223350
MDATA_0111	28263321
MDATA_0111	28270605
MDATA_0111	29650987
MDATA_0111	29695160
MDATA_0111	30958262
MDATA_0111	32456206
MDATA_0112	22942359
MDATA_0112	24023061
MDATA_0112	24076635
MDATA_0112	24274931
MDATA_0112	24449343
MDATA_0112	24669763
MDATA_0112	24870543
MDATA_0112	24905578
MDATA_0112	25307156
MDATA_0112	26549206
MDATA_0112	26631761
MDATA_0112	26892330
MDATA_0112	26923401
MDATA_0112	27067185
MDATA_0112	28687556
MDATA_0112	28816642
MDATA_0112	28965411
MDATA_0112	29184206
MDATA_0112	30735395
MDATA_0112	30777892
MDATA_0113	27135363
MDATA_0114	12832459
MDATA_0114	17519225
MDATA_0114	22442255
MDATA_0114	23186163
MDATA_0114	23749302
MDATA_0114	23933261
MDATA_0114	24138474
MDATA_0114	24190977
MDATA_0114	24204825
MDATA_0114	24313913
MDATA_0114	24667141
MDATA_0114	24850871
MDATA_0114	25142963
MDATA_0114	25546135
MDATA_0114	25850434
MDATA_0114	25977788
MDATA_0114	26074081
MDATA_0114	26216070
MDATA_0114	27067055
MDATA_0114	27080861
MDATA_0114	27155012
MDATA_0114	28064214
MDATA_0114	28111955
MDATA_0114	28126900
MDATA_0114	28404994
MDATA_0114	28433889
MDATA_0114	28464451
MDATA_0114	29191878
MDATA_0114	29474001
MDATA_0114	30219844
MDATA_0114	30362765
MDATA_0114	30584089
MDATA_0114	32555458
MDATA_0115	23933261
MDATA_0115	24266786
MDATA_0115	25225357
MDATA_0115	25890253
MDATA_0115	25921289
MDATA_0115	27412690
MDATA_0115	28087597
MDATA_0115	28126900
MDATA_0115	28601559
MDATA_0115	29191878
MDATA_0115	30190555
MDATA_0115	30284448
MDATA_0115	31844290
MDATA_0115	32555458
MDATA_0116	23770244
MDATA_0116	23933261
MDATA_0116	24138474
MDATA_0116	24870543
MDATA_0116	25576301
MDATA_0116	25977788
MDATA_0116	26378887
MDATA_0116	27135363
MDATA_0116	27425180
MDATA_0116	27485413
MDATA_0116	28209619
MDATA_0116	28601559
MDATA_0116	29191878
MDATA_0116	32555458
MDATA_0117	14988394
MDATA_0117	23312004
MDATA_0117	23933261
MDATA_0117	25576301
MDATA_0117	25841592
MDATA_0117	25890253
MDATA_0117	27470641
MDATA_0117	27526785
MDATA_0117	27987026
MDATA_0117	28126900
MDATA_0117	28601559
MDATA_0117	29191878
MDATA_0117	31773964
MDATA_0117	32555458
MDATA_0118	23933261
MDATA_0118	23940778
MDATA_0118	29191878
MDATA_0118	31844290
MDATA_0119	15269248
MDATA_0119	15287976
MDATA_0119	24256510
MDATA_0119	25225357
MDATA_0119	26825538
MDATA_0119	27470094
MDATA_0119	28126900
MDATA_0119	30284448
MDATA_0119	31773964
MDATA_0119	32555458
MDATA_0120	23933261
MDATA_0120	25225357
MDATA_0120	26108252
MDATA_0120	26202522
MDATA_0120	28290473
MDATA_0120	28601559
MDATA_0120	32555458
MDATA_0121	22278370
MDATA_0121	22460905
MDATA_0121	23933261
MDATA_0121	24870543
MDATA_0121	25977788
MDATA_0121	26378887
MDATA_0121	27259358
MDATA_0121	28126900
MDATA_0121	29191878
MDATA_0121	29445034
MDATA_0121	30284448
MDATA_0122	16964243
MDATA_0122	18083107
MDATA_0122	20068231
MDATA_0122	20860994
MDATA_0122	21029866
MDATA_0122	21851590
MDATA_0122	22068331
MDATA_0122	22167270
MDATA_0122	22468782
MDATA_0122	23186163
MDATA_0122	23749302
MDATA_0122	24696503
MDATA_0122	24850871
MDATA_0122	25159151
MDATA_0122	25225357
MDATA_0122	25349961
MDATA_0122	25774671
MDATA_0122	25827581
MDATA_0122	25977788
MDATA_0122	26055452
MDATA_0122	26278961
MDATA_0122	26439921
MDATA_0122	27136326
MDATA_0122	27425180
MDATA_0122	27737933
MDATA_0122	28112733
MDATA_0122	28126900
MDATA_0122	28234478
MDATA_0122	28601559
MDATA_0122	30284448
MDATA_0122	30362765
MDATA_0122	31773964
MDATA_0122	32034161
MDATA_0122	32051234
MDATA_0122	32555458
MDATA_0123	14709176
MDATA_0123	15833837
MDATA_0123	23933261
MDATA_0123	24248375
MDATA_0123	25219547
MDATA_0123	25225357
MDATA_0123	25977788
MDATA_0123	28126900
MDATA_0123	32555458
MDATA_0124	23933261
MDATA_0124	26388441
MDATA_0124	27561551
MDATA_0124	27569743
MDATA_0124	28355574
MDATA_0124	28455291
MDATA_0125	27554326
MDATA_0126	24120142
MDATA_0126	24248375
MDATA_0126	25325876
MDATA_0126	32456206
MDATA_0127	22414580
MDATA_0127	23153008
MDATA_0127	25873244
MDATA_0127	27135363
MDATA_0128	21630462
MDATA_0128	23312004
MDATA_0128	24687888
MDATA_0128	25043054
MDATA_0128	26657352
MDATA_0128	27976366
MDATA_0128	28960076
MDATA_0129	24248375
MDATA_0129	28857561
MDATA_0129	28960076
MDATA_0130	24248375
MDATA_0130	28248240
MDATA_0130	28960076
MDATA_0130	30814741
MDATA_0131	24248375
MDATA_0131	24313913
MDATA_0131	27799870
MDATA_0131	29191878
MDATA_0132	23933261
MDATA_0132	24248375
MDATA_0132	29988108
MDATA_0133	24248375
MDATA_0133	27499020
MDATA_0134	21720365
MDATA_0134	24719451
MDATA_0134	27561551
MDATA_0134	28355574
MDATA_0135	28960076
MDATA_0136	23300121
MDATA_0136	24769233
MDATA_0136	25038066
MDATA_0136	25775479
MDATA_0136	29695160
MDATA_0136	30124047
MDATA_0137	24669763
MDATA_0137	24870543
MDATA_0137	24889196
MDATA_0137	25977788
MDATA_0137	27102203
MDATA_0137	28601559
MDATA_0137	30777892
MDATA_0138	24669763
MDATA_0138	24990792
MDATA_0138	25097467
MDATA_0138	25407473
MDATA_0138	28186866
MDATA_0139	24669763
MDATA_0139	29133944
MDATA_0139	30777892
MDATA_0140	24669763
MDATA_0140	24870543
MDATA_0140	25977788
MDATA_0140	30777892
MDATA_0141	16815949
MDATA_0141	24669763
MDATA_0141	24870543
MDATA_0141	26825538
MDATA_0141	28601559
MDATA_0141	28767254
MDATA_0141	29449567
MDATA_0141	30777892
MDATA_0141	30814741
MDATA_0142	24669763
MDATA_0142	24702127
MDATA_0142	24870543
MDATA_0142	25977788
MDATA_0142	27799870
MDATA_0142	29191878
MDATA_0142	30777892
MDATA_0143	19413330
MDATA_0143	20363803
MDATA_0143	21406692
MDATA_0143	21586754
MDATA_0143	21983960
MDATA_0143	22108792
MDATA_0143	22199227
MDATA_0143	22496350
MDATA_0143	23676674
MDATA_0143	23756949
MDATA_0143	24138474
MDATA_0143	24501219
MDATA_0143	24696503
MDATA_0143	24870543
MDATA_0143	25576301
MDATA_0143	25977788
MDATA_0143	26857143
MDATA_0143	26929352
MDATA_0143	27233776
MDATA_0143	27561551
MDATA_0143	28126900
MDATA_0143	28601559
MDATA_0143	29974749
MDATA_0143	30203655
MDATA_0143	30284448
MDATA_0143	32034161
MDATA_0143	32555458
