search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
9112	Hs_Olfactory_Bulb_high-pH_RPLC	Olfactory	Dammalli et al. (2017)	28816642	
9113	Hs_Olfactory_Bulb_SDS-PAGE	Olfactory	Dammalli et al. (2017)	28816642	
9111	Hs_Thyroid_Raw	Thyroid Gland	Liu et al. (2017)	28678506	PXD006471
9109	Hs_Pituitary_Raw	Pituitary Gland	Liu et al. (2017)	28678506	PXD006471
9110	Hs_Thyroid_Low	Thyroid Gland	Liu et al. (2017)	28678506	PXD006471
9108	Hs_Pituitary_Low	Pituitary Gland	Liu et al. (2017)	28678506	PXD006471
9107	Hs_Lysine_Crotonylation_noNacr	Cancer Cell Lines, Other Female Reproductive Organ	Wei et al. (2017)	28234478	PXD004307
9106	Hs_Lysine_Crotonylation_Nacr	Cancer Cell Lines, Other Female Reproductive Organ	Wei et al. (2017)	28234478	PXD004307
9222	HsPlasma_super-SILAC_Secretome	Blood Plasma	Harel et al. (2015)	25624350	PXD001194
9218	HsPlasma_super-SILAC_CL	Blood Plasma	Harel et al. (2015)	25624350	PXD001194
9219	HsPlasma_super-SILAC_CLMP	Blood Plasma	Harel et al. (2015)	25624350	PXD001194
9221	HsPlasma_super-SILAC_ProstateCancer	Blood Plasma	Harel et al. (2015)	25624350	PXD001194
9220	HsPlasma_super-SILAC_Healthy	Blood Plasma	Harel et al. (2015)	25624350	PXD001194
9046	Hs_Plasma_Profile_WL_Double	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9062	Hs_Plasma_Profile_WL_Plate4E	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9061	Hs_Plasma_Profile_WL_Plate4D	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9060	Hs_Plasma_Profile_WL_Plate4C	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9059	Hs_Plasma_Profile_WL_Plate4B	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9058	Hs_Plasma_Profile_WL_Plate3D	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9057	Hs_Plasma_Profile_WL_Plate3C	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9056	Hs_Plasma_Profile_WL_Plate3B	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9055	Hs_Plasma_Profile_WL_Plate3A	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9054	Hs_Plasma_Profile_WL_Plate2D	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9053	Hs_Plasma_Profile_WL_Plate2C	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9052	Hs_Plasma_Profile_WL_Plate2B	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9051	Hs_Plasma_Profile_WL_Plate2A	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9050	Hs_Plasma_Profile_WL_Plate1E	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9049	Hs_Plasma_Profile_WL_Plate1D	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9048	Hs_Plasma_Profile_WL_Plate1C	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9047	Hs_Plasma_Profile_WL_Plate1B	Blood Plasma	Geyer et al. (2016)	28007936	PXD004242
9045	HsPlasma_PrEST	Blood Plasma			PXD002854
9044	HsPlasma_deep_proteome	Blood Plasma			PXD002854
9043	HsPlasma_3hr_workflow	Blood Plasma			PXD002854
9042	HsPlasma_MultiphasicLC-Chip	Blood Plasma	Krisp et al. (2015)	25850434	PXD001464
9040	Hs_Plasma_SPIONs_HCD	Blood Plasma	Vogt et al. (2015)	26444829	PXD000766
9041	Hs_Plasma_SPIONs_ITCID	Blood Plasma	Vogt et al. (2015)	26444829	PXD000766
9039	Hs_Plasma_Clot_Prot_LRHCD	Blood Plasma	Suski et al. (2015)	25686879	PXD001109
9037	HsPlasma_QUEST-MS_BPH	Blood Plasma	Ueda et al. (2013)	23991666	PXD000383
9038	HsPlasma_QUEST-MS_ProstateCancer	Blood Plasma	Ueda et al. (2013)	23991666	PXD000383
9036	Hs_Plasma_QUEST-MS_Control	Blood Plasma	Ueda et al. (2013)	23991666	PXD000383
9035	Hs_Plasma_Clot_Prot	Blood Plasma	Suski et al. (2015)	25686879	PXD001109
9033	Hs_Plasma-EVs_MI	Blood Plasma	Cheow et al. (2016)	27234505	PXD002950
9034	Hs_Plasma-EVs_NMI	Blood Plasma	Cheow et al. (2016)	27234505	PXD002950
9032	Hs_Plasma_GFC	Blood Plasma	Swertfeger et al. (2017)	28223350	PXD005520
9030	Hs_Plasma_MP_in-Solution	Blood Plasma	Braga-Lagache et al. (2016)	27738094	PXD003935
9029	Hs_Plasma_MP_Gel	Blood Plasma	Braga-Lagache et al. (2016)	27738094	PXD003935
9027	Hs_Plasma_MP_Cot	Blood Plasma	Braga-Lagache et al. (2016)	27738094	PXD003935
9026	Hs_Plasma_MP_Clinical	Blood Plasma	Braga-Lagache et al. (2016)	27738094	PXD003935
9031	Hs_Plasma_MP_N2	Blood Plasma	Braga-Lagache et al. (2016)	27738094	PXD003935
9028	Hs_Plasma_MP_Fresh	Blood Plasma	Braga-Lagache et al. (2016)	27738094	PXD003935
8525	Hs_NSC_phospho_ITETD	Non Cancer Cell Lines	Hou et al. (2013)	23756949	
8522	Hs_hESC_phospho_ITETD	Non Cancer Cell Lines	Hou et al. (2013)	23756949	
8931	HPP-SPZ_WCL-HpH	Sperm	Vandenbrouck et al. (2016)	27444420	PXD003947
8932	HPP-SPZ_WCL-LG	Sperm	Vandenbrouck et al. (2016)	27444420	PXD003947
8930	HPP-SPZ_WCL-1D-Gel	Sperm	Vandenbrouck et al. (2016)	27444420	PXD003947
8929	HPP-SPZ_Sol-1D-Gel	Sperm	Vandenbrouck et al. (2016)	27444420	PXD003947
8928	HPP-SPZ_Ins-1D-Gel	Sperm	Vandenbrouck et al. (2016)	27444420	PXD003947
8926	P6-Ref_Membrane_iTRAQ_CID	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8927	P6-Ref_Membrane_iTRAQ_HCD	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8925	P5-Ref_Membrane_iTRAQ_HCD	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8924	P5-Ref_Membrane_iTRAQ_CID	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8922	P4-Ref_Membrane_iTRAQ_CID	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8923	P4-Ref_Membrane_iTRAQ_HCD	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8921	P3-Ref_Membrane_iTRAQ_HCD	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8920	P3-Ref_Membrane_iTRAQ_CID	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8918	P2-Ref_Membrane_iTRAQ_CID	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8919	P2-Ref_Membrane_iTRAQ_HCD	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8917	P1-Ref_Membrane_iTRAQ_HCD	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8916	P1-Ref_Membrane_iTRAQ_CID	Cancer, Digestive System	Kume et al. (2014)	24687888	PXD000851
8915	Hs_ECV-304_pY_Phospho	Cancer Cell Lines, Urinary Bladder	Xie et al. (2016)	27554326	PXD004340
8914	Hs_ProstateCancer_Phospho	Cancer, Other Male Reproductive Organ	Drake et al. (2016)	27499020	PXD002286
8913	Hs_Macrophage_Phospho	Blood Cells	Söderholm et al. (2016)	27486199	PXD001620
8912	Hs_HepG2_Phospho	Cancer Cell Lines, Liver	Liu et al. (2016)	27470094	PXD004252
8911	Hs_Phospho_MCF7_Silac	Cancer Cell Lines, Breast	Wierer et al. (2013)	23770244	PXD000275
8910	Hs_SkeletalMuscle_Phospho	Other Anatomical Entities	Hoffman et al. (2015)	26437602	PXD001543
8908	Hs_Lens_Capsule	Eye	Uechi et al. (2014)	24990792	PXD001025
8909	Hs_Retinal_vascular_BM	Eye	Uechi et al. (2014)	24990792	PXD001025
8907	Hs_Inner_limiting_BM	Eye	Uechi et al. (2014)	24990792	PXD001025
8906	Hs_Colon_Membrane	Digestive System	van der Post & Hansson (2014)	24889196	PXD000987
8905	Hs_Phospho_PSGR1_Silac	Cancer Cell Lines, Other Male Reproductive Organ	Wiese et al. (2015)	25219547	PXD000985
8904	Hs_Brain_PostMortem_Soluble	Brain	Adav et al. (2016)	26892330	PXD002516
8903	Hs_Brain_PostMortem_Aggregat	Brain	Adav et al. (2016)	26892330	PXD002516
8900	Hs_oocytes_secretomes	Oocyte	Virant-Klun et al. (2016)	27215607	PXD003691
8897	Hs_10_oocytes_dimethyl	Oocyte	Virant-Klun et al. (2016)	27215607	PXD003691
8901	Hs_single_oocytes_immature	Oocyte	Virant-Klun et al. (2016)	27215607	PXD003691
8902	Hs_single_oocytes_mature	Oocyte	Virant-Klun et al. (2016)	27215607	PXD003691
8899	Hs_100_oocytes_mature	Oocyte	Virant-Klun et al. (2016)	27215607	PXD003691
8898	Hs_100_oocytes_immature	Oocyte	Virant-Klun et al. (2016)	27215607	PXD003691
8895	Hs_SW620_Exosome_Phospho	Cancer Cell Lines, Digestive System	Guo J. et al. (2016)	27470641	PXD004079
8896	Hs_SW620_Exosome_Total	Cancer Cell Lines, Digestive System	Guo J. et al. (2016)	27470641	PXD004079
8894	Hs_SW620_Phospho	Cancer Cell Lines, Digestive System	Guo J. et al. (2016)	27470641	PXD004079
8893	Hs_Testis_Tricine30_C-HPP	Testis	Wei et al. (2016)	27535590	
8891	Hs_Testis_Tricine20_C-HPP	Testis	Wei et al. (2016)	27535590	
8892	Hs_Testis_Tricine10_C-HPP	Testis	Wei et al. (2016)	27535590	
8890	Hs_Testis_SDS30_C-HPP	Testis	Wei et al. (2016)	27535590	
8889	Hs_Testis_SDS20_C-HPP	Testis	Wei et al. (2016)	27535590	
8888	Hs_Testis_SDS10_C-HPP	Testis	Wei et al. (2016)	27535590	
8887	Hs_Brain_Hippocampus-CHPP	Brain	Hwang et al. (2015)	26549206	PXD000395
8886	Human_MCF7_membrane_SF_ISD_SDC	Cancer Cell Lines, Breast	Zhao et al. (2016)	27485413	PXD004131
8885	Human_MCF7_membrane_ISD_RG	Cancer Cell Lines, Breast	Zhao et al. (2016)	27485413	PXD004131
8884	Human_MCF7_membrane_ISD_SDC	Cancer Cell Lines, Breast	Zhao et al. (2016)	27485413	PXD004131
8883	Human_MCF7_membrane_inGel	Cancer Cell Lines, Breast	Zhao et al. (2016)	27485413	PXD004131
8882	Hs_OVCAR-5	Cancer Cell Lines, Ovary	Weiland et al. (2016)	27569743	PXD003547
8704	Hs-CHPP_LungCancer-Hp-RP-StageTip_A549	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8713	Hs-CHPP_LungCancer-Hp-RP-StageTip_PC9	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8712	Hs-CHPP_LungCancer-Hp-RP-StageTip_PC9IR	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8711	Hs-CHPP_LungCancer-Hp-RP-StageTip_H3255	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8710	Hs-CHPP_LungCancer-Hp-RP-StageTip_H1975	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8709	Hs-CHPP_LungCancer-Hp-RP-StageTip_CL97	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8708	Hs-CHPP_LungCancer-Hp-RP-StageTip_CL83	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8707	Hs-CHPP_LungCancer-Hp-RP-StageTip_CL152	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8706	Hs-CHPP_LungCancer-Hp-RP-StageTip_CL141	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8705	Hs-CHPP_LungCancer-Hp-RP-StageTip_CL100	Cancer Cell Lines, Lung	Kitata et al. (2015)	26202522	PXD002224
8703	Hs_EndothelialCell_Phospho_Silac	Non Cancer Cell Lines	van den Biggelaar et al. (2014)	24501219	PXD000597
9728	Hs_PanLibrary_U2OS_PCT	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9727	Hs_PanLibrary_U2OS_Hela	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9726	Hs_PanLibrary_THP1	Cancer Cell Lines, Blood	Rosenberger et al. (2014)	25977788	PXD000953
9725	Hs_PanLibrary_Purified_platelets	Blood Cells	Rosenberger et al. (2014)	25977788	PXD000953
9724	Hs_PanLibrary_Plasma	Blood Plasma	Rosenberger et al. (2014)	25977788	PXD000953
9723	Hs_PanLibrary_Neutrophils	Blood Cells	Rosenberger et al. (2014)	25977788	PXD000953
9722	Hs_PanLibrary_NCI60_PCT	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9721	Hs_PanLibrary_NCI60_OGE	Cancer Cell Lines, Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9720	Hs_PanLibrary_Muscle_PCT	Other Anatomical Entities	Rosenberger et al. (2014)	25977788	PXD000953
9719	Hs_PanLibrary_Monocytes	Blood Cells	Rosenberger et al. (2014)	25977788	PXD000953
9718	Hs_PanLibrary_Lung_PCT	Lung	Rosenberger et al. (2014)	25977788	PXD000953
9717	Hs_PanLibrary_LNCaP	Cancer Cell Lines, Other Male Reproductive Organ	Rosenberger et al. (2014)	25977788	PXD000953
9716	Hs_PanLibrary_Large_intestine	Digestive System	Rosenberger et al. (2014)	25977788	PXD000953
9715	Hs_PanLibrary_Kidney_PCT	Kidney	Rosenberger et al. (2014)	25977788	PXD000953
9714	Hs_PanLibrary_Kidney_Gel	Kidney	Rosenberger et al. (2014)	25977788	PXD000953
9713	Hs_PanLibrary_Hela_PCT	Cancer Cell Lines, Other Female Reproductive Organ	Rosenberger et al. (2014)	25977788	PXD000953
9712	Hs_PanLibrary_HEK293_SEC	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9711	Hs_PanLibrary_HEK293_OGE	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9709	Hs_PanLibrary_HEK293_AP_Kinase	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9708	Hs_PanLibrary_HEK293_AP_1433	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9710	Hs_PanLibrary_HEK293	Non Cancer Cell Lines	Rosenberger et al. (2014)	25977788	PXD000953
9707	Hs_PanLibrary_CAL51	Cancer Cell Lines, Breast	Rosenberger et al. (2014)	25977788	PXD000953
9784	Renal_SN12C	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9757	Colon_HCC_2998	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9756	Non-Small_Cell_Lung_NCI_H522	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9786	Renal_TK_10	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9783	Melanoma_LOXIMVI	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9742	Non-Small_Cell_Lung_EKVX	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9788	Renal_UO_31	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9776	Renal_A498	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9754	Non-Small_Cell_Lung_NCI_H460	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9774	Renal_786_0	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9785	Melanoma_M14	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9762	Ovarian_OVCAR_4	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9758	Ovarian_IGROV1	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9778	Renal_ACHN	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9780	Renal_CAKI_1	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9734	Melanoma_SK_MEL_5	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9736	Melanoma_UACC_257	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9730	Melanoma_SK_MEL_28	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9787	Melanoma_MALME_3M	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9770	Prostate_DU_145	Cancer Cell Lines, Other Male Reproductive Organ	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9750	Non-Small_Cell_Lung_NCI_H23	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9768	Ovarian_SK_OV_3	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9782	Renal_RXF_393	Cancer Cell Lines, Kidney	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9766	Ovarian_OVCAR_8	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9760	Ovarian_OVCAR_3	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9746	Non-Small_Cell_Lung_HOP_92	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9764	Ovarian_OVCAR_5	Cancer Cell Lines, Ovary	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9732	Melanoma_SK_MEL_2	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9744	Non-Small_Cell_Lung_HOP_62	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9752	Non-Small_Cell_Lung_NCI_H322M	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9740	Non-Small_Cell_Lung_A549	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9748	Non-Small_Cell_Lung_NCI_H226	Cancer Cell Lines, Lung	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9738	Melanoma_UACC_62	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9772	Prostate_PC_3	Cancer Cell Lines, Other Male Reproductive Organ	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9781	Leukemia_SR	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9779	Leukemia_RPMI_8226	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9777	Leukemia_MOLT_4	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9775	Leukemia_K_562	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9773	Leukemia_HL_60	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9771	Leukemia_CCRF_CEM	Cancer Cell Lines, Blood	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9769	KinomeProfiles	Cancer, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9767	Colon_SW_620	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9765	Colon_KM12	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9763	Colon_HT29	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9761	Colon_HCT_15	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9759	Colon_HCT_116	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9755	Colon_COLO205	Cancer Cell Lines, Digestive System	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9753	CNS_U251	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9751	CNS_SNB_75	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9749	CNS_SNB_19	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9747	CNS_SF_539	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9745	CNS_SF_295	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9743	CNS_SF_268	Cancer Cell Lines, Brain	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9741	Breast_T47D	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9739	Breast_MDA_MB_435	Cancer Cell Lines, Other Anatomical Entities	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9737	Breast_MDA_MB_231	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9733	Breast_MCF_7-AdrR	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9735	Breast_MCF7	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9731	Breast_HS578T	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9729	Breast_BT_549	Cancer Cell Lines, Breast	Moghaddas Gholami et al. (2013)	23933261	PXD005942
9809	Hs_C-HPP_EnrichmentStrategy_Ubiquitination_ITCID	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9808	Hs_C-HPP_EnrichmentStrategy_Ubiquitination_HCD	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9807	Hs_C-HPP_EnrichmentStrategy_Phospho_HCCLM6	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9802	Hs_C-HPP_EnrichmentStrategy_membrane	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9798	Hs_C-HPP_EnrichmentStrategy_LMW_DS	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9801	Hs_C-HPP_EnrichmentStrategy_LMW_Proteominer	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9800	Hs_C-HPP_EnrichmentStrategy_LMW_Glycine_SDS	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9799	Hs_C-HPP_EnrichmentStrategy_LMW_Gel_Serum	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9806	Hs_C-HPP_EnrichmentStrategy_HCCLM6-NuclearMHCC97L	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9805	Hs_C-HPP_EnrichmentStrategy_HCCLM6-Nuclear	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9804	Hs_C-HPP_EnrichmentStrategy_MHCC97L_membrane	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9803	Hs_C-HPP_EnrichmentStrategy_HCCLM6_membrane	Blood Plasma	Su et al. (2015)	26144840	PXD002255
9837	Hs_C-HPP_DIPs_Silac_run2	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9836	Hs_C-HPP_DIPs_Silac_run1	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9834	Hs_C-HPP_DIPs_H1299	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9835	Hs_C-HPP_DIPs_H1299_LysC	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9833	Hs_C-HPP_DIPs_A549_LysC	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9832	Hs_C-HPP_DIPs_A549	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9831	Hs_C-HPP_DIPs_MHCC97H	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9830	Hs_C-HPP_DIPs_Hep3B	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9829	Hs_C-HPP_DIPs_HCCLM3	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9828	Hs_C-HPP_DIPs_HBE_LysC	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
9827	Hs_C-HPP_DIPs_HBE	Blood Plasma	Chen et al. (2015)	26108252	PXD001694
8598	Hs_C-HPP_DentalPulpTails_N-terminomics	Other Anatomical Entities	Eckhard et al. (2015)	26258467	PXD002264
8596	Hs_C-HPP_Testis_Tricine-SDS-PAGE	Testis	Zhang et al. (2015)	26282447	PXD002179
8597	Hs_C-HPP_Testis_Regular-SDS-PAGE	Testis	Zhang et al. (2015)	26282447	PXD002179
8595	Hs_C-HPP_Ramos_Organella	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8594	Hs_C-HPP_Ramos_Nucleus	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8593	Hs_C-HPP_Ramos_Membrane	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8592	Hs_C-HPP_Ramos_Cytoplasm	Cancer Cell Lines, Blood	Díez et al. (2015)	26216070	PXD001933
8591	Hs_C-HPP_spermatozoa	Sperm	Jumeau et al. (2015)	26168773	PXD002367
8589	Hs_heLa_phospho_FT	Cancer Cell Lines, Other Female Reproductive Organ	Rikova et al. (2007)	18083107	
8590	Hs_heLa_phospho_Orbi	Cancer Cell Lines, Other Female Reproductive Organ	Beausoleil et al. (2006)	16964243	
8588	Hs_Lung_Phospho_SequentialIMAC_tissue	Cancer, Lung	Tsai et al. (2014)	24313913	PXD000314
8587	Hs_Lung_Phospho_SequentialIMAC_cell	Cancer Cell Lines, Blood	Tsai et al. (2014)	24313913	PXD000314
8586	trypsin_AHSG_Hec293_r	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8585	trypsin_AHSG_Hec293	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8584	LysN_AHSG_Hec293	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8583	LysC_AHSG_Hec293	Non Cancer Cell Lines	Gauci et al. (2009)	19413330	
8581	iTRAQ_TMT_Comparison_TMT10	Blood Plasma	Keshishian et al. (2015)	25724909	
8582	iTRAQ_TMT_Comparison_TMT6	Blood Plasma	Keshishian et al. (2015)	25724909	
8580	iTRAQ_TMT_Comparison_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8579	IgY14_Supermix_depletion_PMI_P4_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8578	IgY14_Supermix_depletion_PMI_P3_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8577	IgY14_Supermix_depletion_PMI_P2_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8576	IgY14_Supermix_depletion_PMI_P1_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8575	IgY14_depletion_PMI_P3_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8574	IgY14_depletion_PMI_P2_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8573	IgY14_depletion_PMI_P1_iTRAQ	Blood Plasma	Keshishian et al. (2015)	25724909	
8572	Ovarian_Cancer_iTRAQ_Phospho_QExactive	Cancer, Ovary	Bell et al. (2011)	21720365	
