search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
8468	E2-A10A-01A_BH-A18Q-01A_C8-A130-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8483	D8-A13Y-01A_A8-A076-01A_AO-A126-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8459	C8-A138-01A_E2-A154-01A_BH-A0BZ-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8471	C8-A12P-01A_BH-A0C1-01A_A2-A0EY-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8463	BH-A18V-01A_A7-A13F-01A_BH-A0E1-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8470	BH-A18U-01A_A2-A0YI-01A_A2-A0EQ-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8464	BH-A0EE-01A_AO-A0J9-01A_BH-A0E0-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8489	AR-A1AW-01A_AR-A1AV-01A_C8-A135-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8461	AR-A1AP-01A_AN-A0FK-01A_AO-A0J6-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8455	AR-A0TY-01A_AR-A0U4-01A_BH-A0HP-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8460	AR-A0TV-01A_C8-A12Z-01A_AO-A0JJ-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8479	AR-A0TT-01A_AR-A1AQ-01A_AO-A12B-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8481	AR-A0TR-01A_AO-A03O-01A_BH-A18R-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8478	AO-A12E-01A_A8-A06N-01A_A2-A0T1-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8488	AO-A12D-01A_C8-A131-01A_AO-A12B-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8466	AO-A12D-01A_AN-A04A-01A_BH-A0AV-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8480	AO-A0JM-01A_C8-A12V-01A_A8-A08G-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8484	AO-A0JE-01A_A2-A0T2-01A_AN-A0AJ-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8482	AO-A0JC-01A_A8-A08Z-01A_AR-A0TX-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8458	AN-A0FL-01A_BH-A0DG-01A_AN-A0AS-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8462	A8-A09I-01A_C8-A12L-01A_A2-A0EX-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8486	A8-A09G-01A_C8-A131-01A_C8-A134-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8490	A8-A06Z-01A_A2-A0D1-01A_A2-A0CM-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8473	A7-A0CJ-01A_AO-A12F-01A_A2-A0YL-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8472	A7-A0CE-01A_BH-A0C0-01A_A2-A0YC-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8476	A7-A0CD-01A_C8-A12W-01A_AN-A0AL-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8469	A2-A0YM-01A_BH-A0C7-01A_A2-A0SX-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8485	A2-A0YG-01A_E2-A150-01A_BH-A18N-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8487	A2-A0YF-01A_BH-A0DD-01A_BH-A0E9-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8475	A2-A0T7-01A_C8-A12Q-01A_A8-A079-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8474	A2-A0T6-01A_E2-A158-01A_E2-A15A-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8457	A2-A0SW-01A_AO-A0JL-01A_BH-A0BV-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8467	A2-A0EV-01A_AN-A0AM-01A_D8-A142-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8465	A2-A0D2-01A_C8-A12U-01A_AR-A1AS-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
8477	A2-A0D0-01A_BH-A0HK-01A_C8-A12T-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
9453	E2-A159-01A_A2-A0T3-01A_A2-A0YD-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9452	E2-A10A-01A_BH-A18Q-01A_C8-A130-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9451	D8-A13Y-01A_A8-A076-01A_AO-A126-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9450	C8-A138-01A_E2-A154-01A_BH-A0BZ-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9449	C8-A12P-01A_BH-A0C1-01A_A2-A0EY-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9448	BH-A18V-01A_A7-A13F-01A_BH-A0E1-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9447	BH-A18U-01A_A2-A0YI-01A_A2-A0EQ-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9446	BH-A0EE-01A_AO-A0J9-01A_BH-A0E0-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9445	AR-A1AW-01A_AR-A1AV-01A_C8-A135-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9444	AR-A1AP-01A_AN-A0FK-01A_AO-A0J6-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9443	AR-A0TY-01A_AR-A0U4-01A_BH-A0HP-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9442	AR-A0TV-01A_C8-A12Z-01A_AO-A0JJ-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9441	AR-A0TT-01A_AR-A1AQ-01A_AO-A12B-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9440	AR-A0TR-01A_AO-A03O-01A_BH-A18R-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9439	AO-A12E-01A_A8-A06N-01A_A2-A0T1-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9438	AO-A12D-01A_C8-A131-01A_AO-A12B-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9437	AO-A12D-01A_AN-A04A-01A_BH-A0AV-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9436	AO-A0JM-01A_C8-A12V-01A_A8-A08G-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9435	AO-A0JE-01A_A2-A0T2-01A_AN-A0AJ-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9434	AO-A0JC-01A_A8-A08Z-01A_AR-A0TX-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9433	AN-A0FL-01A_BH-A0DG-01A_AN-A0AS-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9432	A8-A09I-01A_C8-A12L-01A_A2-A0EX-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9431	A8-A09G-01A_C8-A131-01A_C8-A134-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9430	A8-A06Z-01A_A2-A0D1-01A_A2-A0CM-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9429	A7-A0CJ-01A_AO-A12F-01A_A2-A0YL-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9428	A7-A0CE-01A_BH-A0C0-01A_A2-A0YC-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9427	A7-A0CD-01A_C8-A12W-01A_AN-A0AL-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9426	A2-A0YM-01A_BH-A0C7-01A_A2-A0SX-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9425	A2-A0YG-01A_E2-A150-01A_BH-A18N-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9424	A2-A0YF-01A_BH-A0DD-01A_BH-A0E9-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9423	A2-A0T7-01A_C8-A12Q-01A_A8-A079-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9422	A2-A0T6-01A_E2-A158-01A_E2-A15A-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9421	A2-A0SW-01A_AO-A0JL-01A_BH-A0BV-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9420	A2-A0EV-01A_AN-A0AM-01A_D8-A142-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9419	A2-A0D2-01A_C8-A12U-01A_AR-A1AS-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9418	A2-A0D0-01A_BH-A0HK-01A_C8-A12T-01A	Cancer, Breast	Edwards et al. (2015)	25873244	
9688	AG-A036-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9687	AG-A032-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9686	AG-A02X-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9685	AG-A02N-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9684	AG-A026-01A-71	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9683	AG-A020-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9682	AG-A01Y-01A-43	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9681	AG-A01W-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9680	AG-A01N-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9679	AG-A01L-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9678	AG-A01J-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9677	AG-A016-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9676	AG-A015-01A-51	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9675	AG-A014-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9674	AG-A011-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9673	AG-A00Y-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9672	AG-A00H-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9671	AG-A00H-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9670	AG-A00C-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9669	AG-A008-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9668	AG-A002-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9667	AG-4007-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9666	AG-3594-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9665	AG-3593-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9664	AG-3584-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9663	AG-3580-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9662	AG-3574-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9661	AF-3913-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9660	AF-3400-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9659	AF-2692-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9658	AF-2691-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9657	AA-A03J-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9656	AA-A03F-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9655	AA-A02Y-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9654	AA-A02R-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9653	AA-A02O-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9652	AA-A02J-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9651	AA-A02H-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9650	AA-A02E-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9649	AA-A029-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9648	AA-A024-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9647	AA-A022-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9646	AA-A01Z-01A-13	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9645	AA-A01X-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9644	AA-A01V-01A-24	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9643	AA-A01T-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9642	AA-A01S-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9641	AA-A01R-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9640	AA-A01P-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9639	AA-A01K-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9638	AA-A01I-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9637	AA-A01F-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9636	AA-A01D-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9635	AA-A01C-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9634	AA-A017-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9633	AA-A010-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9632	AA-A00U-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9631	AA-A00R-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9630	AA-A00R-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9629	AA-A00O-01A-13	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9628	AA-A00N-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9627	AA-A00N-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9626	AA-A00K-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9625	AA-A00K-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9624	AA-A00J-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9623	AA-A00F-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9622	AA-A00E-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9621	AA-A00A-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9620	AA-A00A-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9619	AA-A004-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9618	AA-3989-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9617	AA-3986-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9616	AA-3864-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9615	AA-3848-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9614	AA-3818-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9613	AA-3715-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9612	AA-3710-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9611	AA-3695-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9610	AA-3684-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9609	AA-3672-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9608	AA-3666-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9607	AA-3664-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9606	AA-3561-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9605	AA-3558-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9604	AA-3554-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9603	AA-3552-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9602	AA-3534-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9601	AA-3531-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9600	AA-3529-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9599	AA-3526-01A-11	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9598	AA-3525-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9597	AA-3518-01A-11	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9596	A6-3810-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9595	A6-3808-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9594	A6-3807-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
8496	IschemiaOC_Phospho_PNNL	Cancer, Ovary	Mertins et al. (2014)	24719451	
7622	IschemiaOC_Proteome_PNNL	Cancer, Ovary	Mertins et al. (2014)	24719451	
9816	Hs_CCD18_QExactive	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9815	Hs_CCD18_LTQ_ORBI_XL	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9814	Hs_CCD18_LTQ_ORBI_VELOS_PCB	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9813	Hs_CCD18_LTQ_ORBI_VELOS_CIB	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9812	Hs_CCD18_Bruker	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9811	Hs_CCD18_ABSciex_TripleTOF_UV	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9810	Hs_CCD18_ABSciex_TripleTOF_CNB	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9826	Hs_Ramos_LTQ_ORBI_XL_CIC	Cancer Cell Lines, Blood	Segura et al. (2014)	24138474	PXD000447
9825	Hs_Ramos_LTQ_ORBI_VELOS	Cancer Cell Lines, Blood	Segura et al. (2014)	24138474	PXD000447
9824	Hs_Ramos_LTQ_ORBI_VELOS_CIB	Cancer Cell Lines, Blood	Segura et al. (2014)	24138474	PXD000447
9823	Hs_MCF7_LTQ_ORBI_XL_IITB	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9822	Hs_MCF7_LTQ_ORBI_XL_CIC	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9821	Hs_MCF7_LTQ_ORBI_VELOS_PCB	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9820	Hs_MCF7_LTQ_ORBI_VELOS_CIB	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9819	Hs_MCF7_Bruker	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9817	Hs_MCF7_ABSciex_TripleTOF_2	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9818	Hs_MCF7_ABSciex_TripleTOF	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
7264	Hs_GSCs	Cancer Cell Lines, Brain	Lichti et al. (2014)	24266786	PXD000563
7263	Hs_hGF_hPDLF	Other Anatomical Entities	McKnight et al. (2013)	24171499	PXD000387
7262	Hs_VHL	Cancer Cell Lines, Kidney	Nagaprashantha et al. (2013)	23940778	PXD000335
7260	Hs_Pleural_Effusion_8plex	Other Anatomical Entities	Mundt et al. (2014)	24361865	PXD000531
7259	Hs_14-3-3_epsilon	Other Anatomical Entities			PASS00373
7258	Hs_GlobalSubcellular_SILAC	Cancer Cell Lines, Other Anatomical Entities	Larance et al. (2013)	23242552	PXD000262
7244	Hs_Phospho_Urine_pregnancy	Urine			
7243	Hs_KawasakiDisease	Urine	Kentsis et al. (2013)	23281308	PASS00104
7242	Urine_appendicitis	Urine	Kentsis et al. (2009)	21127740	PASS00107
7241	HapMap_LCL_TMT_quant_2	Non Cancer Cell Lines	Wu et al. (2013)	23676674	PASS00230
7240	HapMap_LCL_TMT_quant_1	Non Cancer Cell Lines	Wu et al. (2013)	23676674	PASS00230
7239	Hs_IsletofLangerhans	Pancreas			PXD000050
7238	Hs_ErbB_Network	Other Anatomical Entities	Kiel et al. (2014)	24313378	PXD000623
7237	Hs_TERRA_pull-down_SILAC	Other Anatomical Entities	Scheibe et al. (2013)	23921659	PXD000342
6778	H_UrinaryProt_Ctrl	Urine	Sigdel et al. (2010)	20543976	PASS00293
6777	Comprehensive_map_HsUrine	Urine	Marimuthu et al. (2011)	21500864	PASS00284
6776	Urine_non-appendicitis	Urine	Kentsis et al. (2009)	21127740	PASS00107
6775	Hs_Phospho_Urine_non-pregnancy	Urine			
6766	Hs_BreastCancer	Cancer, Breast	Geiger et al. (2012)	22414580	PXD000309
6743	Hs_CancerTissue_MembraneProteomic	Cancer, Breast	Muraoka et al. (2013)	23153008	PXD000066
6684	CH_FetalLiver_mit	Liver	Ying et al. (2006)	16815949	
6683	CH_FetalLiver_hfl_pel_sds	Liver	Ying et al. (2006)	16815949	
6682	CH_FetalLiver_hfl_IEF	Liver	Ying et al. (2006)	16815949	
6708	CH_FetalLiver_glh-ga	Liver	Ying et al. (2006)	16815949	
6663	CH_FetalLiver_glh-er	Liver	Ying et al. (2006)	16815949	
8448	Hs_8plex_phospho_biorep3_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8449	Hs_8plex_phospho_biorep2_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8450	Hs_8plex_phospho_biorep1_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8454	Hs_4plex_phospho_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6634	IMR90_iPS_BioReplica_02_ETD	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6632	IMR90_iPS_BioReplica_01_ETD	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6765	HsKidney_20120831	Kidney			
6764	HsKidney_20120518	Kidney			
6763	HsKidney_04-03Raw	Kidney			
6762	HsKidney_03-03Raw	Kidney			
6761	HsKidney_01-01Raw	Kidney			
8442	Hs_HEK293_2012_SILAC_Phospho_3_OrbiXL	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8447	Hs_HEK293_2012_SILAC_Phospho_3_OrbiElite	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8446	Hs_HEK293_2012_SILAC_Phospho_2_OrbiXL	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8451	Hs_HEK293_2012_SILAC_Phospho_2_OrbiElite	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8444	Hs_HEK293_2012_SILAC_Phospho_1	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8445	Hs_SW_phospho_SILAC_LH	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8443	Hs_SW_phospho_SILAC_HL	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8452	Hs_SW_SILAC_LH	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8453	Hs_SW_SILAC_HL	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8441	Hs_CRC_T_phospho	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8440	Hs_CRC_N_phospho	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8438	Hs_K562_Ti-IMAC_1D_HCD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8498	Hs_K562_Ti-IMAC-HILIC_2D_HCD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8499	Hs_K562_SCX-Ti-IMAC-HILIC_3D_HCD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8439	Hs_Hela-Ti-IMAC_1D_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8436	Hs_Hela-Ti-IMAC-HILIC_2D_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8437	Hs_Hela-SCX-Ti-IMAC-HILIC_3D_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
9790	Hs_HEK_LTQ_Orbi_2	Non Cancer Cell Lines			
6660	Hs_phospho_7tm	Non Cancer Cell Lines	Christensen et al. (2010)	20363803	
6483	Hs_placenta_CID	Placenta			
6656	Hs_HEK_LTQ_Orbi	Non Cancer Cell Lines			
6467	HsNaOH-NE_NT_lymphocytes_CNBrTi_1	Blood Cells			
8435	Hs_8plex_phospho_biorep1	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8434	Hs_8plex_phospho_biorep3	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8431	Hs_8plex_phospho_biorep2	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8433	Hs_4plex_phospho	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6595	HS_IhorB-SP_NOA-2	Other Anatomical Entities	Batruch et al. (2012)	22188163	
6575	Hs_NS402	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6579	Hs_SM110	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6583	Hs_SM433-p1s	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6573	Hs_NS367	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6572	Hs_NS115	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6576	Hs_NS426-L	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6582	Hs_SM400	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6580	Hs_SM373	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6581	Hs_SM382	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6578	Hs_NS426-R33	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6577	Hs_NS426-R32	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6574	Hs_NS401	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6586	Hs_SILAC_603me_DNA_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
8501	PTMscan	Other Anatomical Entities	Stokes et al. (2012)	22322096	
6606	HS_iPOP_PBMC2011_SecondBatch_81719202114_r03	Blood Cells	Chen et al. (2012)	22424236	
6603	HS_iPOP_PBMC2011_SecondBatch_81213151614_r03	Blood Cells	Chen et al. (2012)	22424236	
6058	Hs_8plex_protein_biorep3	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6598	HS_iPOP_PBMC2011_FirstBatch_r1	Blood Cells	Chen et al. (2012)	22424236	
6590	Hs_SILAC_H3K4me3_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6601	HS_iPOP_PBMC2011_SecondBatch_81213151614_r01	Blood Cells	Chen et al. (2012)	22424236	
